"UserID","Date","Bets","Stake","Winnings"
1324386,2006-02-20,2,90.1017,90.1017
1324386,2006-02-21,7,27.3008,23.6195
1324386,2006-03-01,7,64.6855,58.281
1324386,2006-03-02,20,175.6117,162.8475
1324386,2006-03-15,12,91.7638,132.458
1324386,2006-03-16,5,152.4274,72.5311
1324386,2006-03-17,4,5.7422,5.668
1324386,2006-03-18,7,6.9554,6.3853
1324386,2006-03-22,2,7.2051,4.0029
1324386,2006-03-23,11,10.5162,7.3139
1324386,2006-03-30,1,64.0451,0
1324386,2006-03-31,6,541.3411,586.1726
1324386,2006-04-01,4,170.8644,0
1324386,2006-05-10,9,128.0246,178.8504
1324386,2006-05-11,3,65.9326,112.7256
1324386,2006-05-12,7,97.7374,145.2823
1324386,2006-05-13,6,116.5024,39.6876
1324386,2006-05-19,4,12.9625,6.5613
1324386,2006-05-20,9,42.0881,34.5986
1324386,2006-05-30,3,44.815,0
1324386,2006-05-31,9,78.8632,127.2181
1324386,2006-06-02,4,19.8106,22.4661
1324386,2006-06-03,10,78.7241,74.7888
1324386,2006-06-04,4,32.503,16.9248
1324386,2006-06-09,4,20.604,7.8065
1324386,2006-06-14,4,26.107,36.8826
1324386,2006-06-15,4,36.7989,7.6913
1324386,2006-06-16,3,1.7981,1.1454
1324386,2006-06-30,1,37.4328,0
1324386,2006-07-01,5,242.4461,195.6616
1324386,2006-07-02,5,100.5934,102.0799
1324386,2006-07-03,2,95.6999,95.6999
1324386,2006-08-03,1,3.5946,0
1324386,2006-08-04,10,62.2852,66.0262
1324386,2006-08-05,5,34.5018,21.7776
1324386,2006-08-06,36,689.5957,823.0946
1324386,2006-08-07,12,888.1728,942.6645
1324386,2006-08-08,7,221.0523,246.5008
1324386,2006-08-11,4,271.9176,270.3906
1324386,2006-08-12,6,412.4952,304.0844
1324386,2006-08-13,9,315.9626,339.5025
1324386,2006-08-16,5,60.4403,32.4469
1324386,2006-08-17,2,1.5587,0.8907
1324386,2006-08-18,3,2.793,2.4749
1324386,2006-09-06,2,31.6636,20.2647
1324386,2006-09-07,11,66.1643,26.2238
1324386,2006-09-08,1,2.5584,3.0714
1324386,2006-09-09,9,8.447,9.3788
1324386,2006-09-10,5,3.6414,3.3881
1324386,2006-09-11,13,21.7593,23.8175
1324386,2006-09-14,1,18.9982,20.898
1324386,2006-09-15,5,8.5492,1.3932
1324386,2006-09-16,3,2.4571,1.0639
1324386,2006-09-19,8,11.5762,13.5267
1324386,2006-09-20,16,92.5463,70.3312
1324386,2006-09-28,7,86.4796,113.2417
1324386,2006-09-29,11,96.2044,78.5827
1324386,2006-09-30,8,199.8479,179.7099
1324386,2006-10-01,2,3.7876,0
1324386,2006-10-03,3,55.552,0
1324386,2006-10-05,5,21.9684,13.1306
1324386,2006-10-06,24,171.1382,191.6482
1324386,2006-10-07,18,207.6573,248.9426
1324386,2006-10-08,14,158.2475,96.206
1324386,2006-10-11,4,41.0328,49.1762
1324386,2006-10-12,11,76.0179,61.1073
1324386,2006-10-13,20,32.0794,26.6208
1324386,2006-10-23,8,24.1778,16.2427
1324386,2006-10-24,12,10.05,6.8936
1324386,2006-10-27,34,175.9861,186.9388
1324386,2006-10-28,2,18.168,26.8922
1324386,2006-10-29,23,144.1891,104.3873
1324386,2006-10-30,22,117.9534,129.8214
1324386,2006-10-31,15,75.2036,73.6444
1324386,2006-11-01,24,26.0328,22.6953
1324386,2006-11-03,12,44.3954,28.6524
1324386,2006-11-04,15,50.3526,70.7558
1324386,2006-11-05,7,31.5113,2.5504
1324386,2006-11-09,9,66.4861,57.0403
1324386,2006-11-10,18,250.6361,255.4157
1324386,2006-11-11,9,38.4104,14.1688
1324386,2006-11-14,29,188.01,241.6434
1324386,2006-11-15,1,31.4861,0
1324386,2006-11-16,8,105.8501,46.1523
1324386,2006-11-21,7,71.1587,59.1939
1324386,2006-11-22,14,200.1009,181.3036
1324386,2006-11-23,36,930.592,976.0958
1324386,2006-11-24,41,1081.1269,981.8702
1324386,2006-11-25,38,1226.2028,1259.1813
1324386,2006-11-26,31,784.6285,609.7231
1324386,2006-11-27,11,52.9596,63.3502
1324386,2006-11-28,21,141.4735,140.0251
1324386,2006-11-29,14,79.8174,31.9584
1324386,2006-11-30,7,205.0063,155.7306
1324386,2006-12-01,18,170.9267,221.2921
1324386,2006-12-02,25,478.8904,414.2909
1324386,2006-12-03,8,23.5331,3.2422
1324386,2006-12-04,5,55.0718,35.5074
1324386,2006-12-05,29,183.071,89.8892
1324386,2006-12-06,15,262.3521,188.9071
1324386,2006-12-07,12,179.9861,129.451
1324386,2006-12-08,7,39.7002,23.9612
1324386,2006-12-22,6,7.026,3.2486
1324386,2006-12-29,4,24.3641,11.7729
1324386,2006-12-30,12,83.0395,80.8989
1324386,2007-01-04,10,32.9267,32.1613
1324386,2007-01-06,1,3.5534,0
1324386,2007-01-07,3,46.6737,47.6072
1324386,2007-01-08,2,47.6072,124.4632
1324386,2007-01-09,4,326.716,0
1324386,2007-01-11,2,45.3793,34.1091
1324386,2007-01-12,8,279.42,230.5682
1324386,2007-01-13,7,202.956,566.3887
1324386,2007-01-14,10,958.6782,1159.9665
1324386,2007-01-15,13,1587.7031,872.3194
1324386,2007-01-16,10,657.5083,671.9212
1324386,2007-01-17,11,483.2037,664.6089
1324386,2007-01-18,14,816.4789,1137.843
1324386,2007-01-19,17,1564.9575,1613.3986
1324386,2007-01-20,8,653.6436,675.5553
1324386,2007-01-21,8,775.0824,224.0338
1324386,2007-01-22,11,342.6972,112.4403
1324386,2007-01-23,12,149.6669,133.6361
1324386,2007-01-24,6,10.045,8.588
1324386,2007-01-26,10,47.0659,36.7976
1324386,2007-01-27,8,123.1937,147.2586
1324386,2007-01-28,20,632.1292,677.3416
1324386,2007-01-29,7,231.7853,272.9604
1324386,2007-01-30,1,62.2316,0
1324386,2007-01-31,7,190.852,156.8237
1324386,2007-02-01,4,74.6523,59.1654
1324386,2007-02-02,5,133.5076,195.6475
1324386,2007-02-03,12,294.3122,315.623
1324386,2007-02-04,14,508.3895,425.8672
1324386,2007-02-05,6,172.3709,76.9768
1324386,2007-02-06,5,94.0896,73.2055
1324386,2007-02-07,22,743.3139,655.2149
1324386,2007-02-08,3,11.9258,4.1978
1324386,2007-02-09,4,17.3725,14.2813
1324386,2007-02-10,3,23.8701,34.3493
1324386,2007-02-11,7,70.0278,25.5456
1324386,2007-02-12,18,297.558,274.065
1324386,2007-02-13,2,1.2364,0
1324386,2007-02-15,13,84.6245,90.1392
1324386,2007-02-16,5,194.2258,79.1036
1324386,2007-02-17,2,30.9119,131.6847
1324386,2007-02-18,1,30.9119,43.2767
1324386,2007-02-20,6,61.1314,64.2226
1324386,2007-02-21,9,31.6352,9.3786
1324386,2007-02-22,10,179.4251,148.5131
1324386,2007-02-23,4,26.5843,27.3571
1324386,2007-02-24,3,24.575,17.9474
1324386,2007-02-25,6,112.6913,112.272
1324386,2007-02-26,4,98.6028,176.371
1324386,2007-02-27,5,312.4267,163.3449
1324386,2007-02-28,5,322.7203,0
1324387,2006-02-11,5,9.2,17.35
1324387,2006-06-09,2,8,7.08
1324387,2006-06-10,2,18.08,12.52
1324387,2006-06-12,22,52.12,46.77
1324387,2006-06-13,7,82.11,72.34
1324387,2006-09-13,5,16,25
1324387,2006-09-14,2,4,0
1324387,2006-09-16,6,44.01,0
1324387,2006-09-17,11,56.5,59.2
1324387,2006-09-22,3,25,0
1324387,2006-09-23,5,34.88,16
1324387,2006-09-24,5,10.45,8.83
1324387,2006-09-26,1,2.8,0
1324387,2006-09-27,20,34,57.18
1324387,2006-09-28,1,2,0
1324387,2006-10-01,19,89.55,4.95
1324387,2006-10-07,10,139.3,94.8
1324387,2006-11-08,1,40,64
1324387,2006-11-15,1,4,0
1324387,2006-11-20,1,40,44
1324387,2006-11-25,1,6,0
1324387,2006-11-29,3,6,0
1324387,2006-11-30,5,52,0
1324387,2006-12-06,1,20,68
1324387,2006-12-09,11,83,115.11
1324387,2006-12-10,32,146.2,138.08
1324387,2006-12-12,2,4,10.26
1324387,2006-12-13,1,20,29
1324387,2006-12-14,4,5,5.7
1324387,2006-12-17,4,8,17.5
1324387,2006-12-18,4,21,21
1324387,2006-12-19,36,266.15,307.24
1324387,2006-12-20,22,77,96.65
1324387,2006-12-21,12,64,41.6
1324387,2006-12-22,8,47,37
1324387,2006-12-24,1,100,0
1324387,2006-12-28,2,10,5.15
1324387,2007-01-06,14,48.02,44.43
1324387,2007-01-07,26,52.5,54.4
1324387,2007-01-08,0,0,1.22
1324387,2007-01-10,23,43,39.21
1324387,2007-01-11,1,1,1.2
1324387,2007-01-12,20,40.5,49.48
1324387,2007-01-13,21,77,5.55
1324387,2007-01-14,10,18,25.03
1324387,2007-01-15,38,112,141.3
1324387,2007-01-17,9,20.5,23.78
1324387,2007-01-18,13,82.48,1
1324387,2007-01-20,16,22.4,27.28
1324387,2007-01-21,23,37.96,52.76
1324387,2007-01-24,2,3.5,0
1324387,2007-01-31,5,30,65.75
1324387,2007-02-04,1,10,0
1324387,2007-02-18,14,50.34,0
1324399,2006-03-17,12,17,3.15
1324399,2006-03-18,11,22.1,16.6
1324399,2006-03-19,19,18.74,7.74
1324399,2006-03-24,12,11.3,6.3
1324399,2006-03-25,18,14.48,18.39
1324399,2006-03-26,18,14,5
1324399,2006-03-27,1,1,0
1324399,2006-03-28,8,14,0
1324399,2006-03-29,21,30.91,6.41
1324399,2006-03-30,11,10.88,10.88
1324399,2006-03-31,15,13.3,15.8
1324399,2006-04-01,18,16.6,10.25
1324399,2006-04-02,14,10.78,2.78
1324399,2006-04-06,16,15.7,16.47
1324399,2006-04-07,7,8.83,7.83
1324399,2006-04-08,26,20.08,13.33
1324399,2006-04-09,14,14.03,19.03
1324399,2006-04-26,9,36.8,7.8
1324399,2006-04-27,6,7,2
1324399,2006-04-28,2,3,0
1324399,2006-05-12,11,12.5,7.5
1324399,2006-05-13,12,10.5,0
1324399,2006-10-07,10,22.93,23.93
1324399,2006-10-08,9,10.55,18.28
1324399,2006-10-10,3,2.7,0
1324399,2006-11-03,6,18,10.94
1324399,2006-11-04,10,16.14,18.81
1324399,2006-11-05,16,54.66,46.94
1324399,2006-11-06,6,20,0
1324399,2006-11-21,8,9.1,3.1
1324399,2006-11-22,3,3,0
1324399,2006-11-23,9,22.39,10.39
1324399,2006-11-24,3,10.5,17.6
1324399,2006-11-25,9,12.25,9.25
1324399,2006-11-26,10,20.45,32.59
1324399,2006-11-28,4,15,36.25
1324399,2006-11-29,5,22.8,12.8
1324399,2006-11-30,6,30,0
1324399,2006-12-01,16,125.65,55.65
1324399,2006-12-02,30,142.42,124.42
1324399,2006-12-03,2,15,0
1324399,2006-12-04,6,54.83,90.83
1324399,2006-12-06,3,15,25
1324399,2006-12-07,5,89.88,137.96
1324399,2006-12-08,18,412.5,232.5
1324399,2006-12-09,22,392.7,283.65
1324399,2006-12-10,18,235.95,124.9
1324399,2006-12-14,12,89,174
1324399,2006-12-15,9,73.25,83.5
1324399,2006-12-16,18,309.29,363.54
1324399,2006-12-17,12,133,83
1324399,2006-12-23,1,5,0
1324399,2006-12-24,8,90.98,100.98
1324399,2006-12-26,6,35.25,95.65
1324399,2006-12-27,6,36,66
1324399,2006-12-29,10,121.12,212.68
1324399,2006-12-30,12,119.38,197.82
1324399,2007-01-01,20,588.93,633.38
1324399,2007-01-02,14,190.06,165.61
1324399,2007-01-03,4,44,14
1324399,2007-01-05,16,191.48,213.48
1324399,2007-01-06,15,191,62
1324399,2007-01-09,4,50,87.5
1324399,2007-01-10,16,483.43,546.33
1324399,2007-01-11,6,227.12,279.6
1324399,2007-01-12,23,1018.43,620.55
1324399,2007-01-13,15,1221.9,726.9
1324399,2007-01-23,2,100,285
1324399,2007-01-24,11,623.75,1002.5
1324399,2007-01-25,3,171.23,244.99
1324399,2007-01-31,5,105.1,162.75
1324399,2007-02-01,7,319.65,195
1324399,2007-02-03,17,620,190
1324399,2007-02-09,10,166,86
1324399,2007-02-12,13,219.3,174.3
1324403,2005-02-11,3,12,0
1324403,2005-05-31,2,70,121.5
1324404,2005-02-02,2,105,24.5
1324404,2005-02-03,1,100,291.3
1324404,2005-02-04,6,400,410
1324404,2005-02-05,20,2144,2676.5
1324404,2005-02-06,12,1850,1660
1324404,2005-02-08,1,5,0
1324404,2005-02-10,3,300,490
1324404,2005-02-11,5,900,1240
1324404,2005-02-12,8,1300,1975
1324404,2005-02-13,6,1312.5,540
